EVTDESC105030;The Law of the Loregiver says: 'O Enlightened Ones! Intoxicants and games of chance and sacrificing to heathen gods are all uncleanness, tools of Asmadai. Shun them therefore that you may prosper.' It is said that those who indulge in wine and other intoxicants will be punished so that they may know the wrongness of their path.;;;;;;;;;;;x
EVTDESC105035;There have been rumors circling the court that a vassal of [Root.Liege.GetTitledFirstName] is sleeping with a woman other than his wives. The man cannot be truely enlightened if he has committed zina!;Une rumeur circule à la Cour voulant qu'un vassal [Root.Liege.Get_du_TitledFirstName] partage la couche d'une femme qui n'est pas une des siennes ! Cet homme ne peut être un vrai musulman s'il se rend coupable de zina !;Gerüchte machen am Hof die Runde, dass ein Vasall von [Root.Liege.GetTitledFirstName] mit einer Frau schläft, die nicht die seine ist. Dieser Mann kann kein wahrer Moslem sein, wenn er Ehebruch begeht!;;Ha habido rumores en la corte de que un vasallo de [Root.Liege.GetTitledFirstName] yace con una mujer que no es su esposa. Es realmente terrible, pues ese hombre no puede ser un verdadero musulmán si ha cometido zina.;;;;;;;;;x
EVTDESC105041;I confronted [From.GetTitledFirstName] with [FromFrom.GetTitledFirstName]'s accusations about [From.GetHerHim] committing zina and the rumors [FromFrom.GetTitledFirstName] based this upon. [From.GetTitledFirstName] denied everything and assured me [From.GetSheHe] is a pious Enlightened who would never do anything to affront Fate.;;;;;;;;;;;x
EVTDESC105043;I had thought [From.GetTitledFirstName] would've shown some embarrassment, some remorse for committing zina, a crime declared punishable by stoning or a hundred lashes by the Law of the Loregiver itself! Instead, [From.GetTitledFirstName] did not deny anything and told me the love [From.GetSheHe] felt for [From.GetHerHis] lover was sacred!;;;;;;;;;;;x
EVTDESC105044;Committing adultery is a crime according to the Law of the Loregiver, and the punishment is stoning or a hundred lashes. Regardless of what I told Chief Qadi [From.GetTitledFirstName], I still felt afraid as [From.GetSheHe] pondered my case.;;;;;;;;;;;x
EVTDESC105050;I wish to decorate the new mosque with sacred motifs such as quotations from the Law of the Loregiver, and intricate calligraphy is something my liege's new Court Calligrapher should be more than able to do.;J'aimerais décorer la nouvelle mosquée avec des prieres en calligraphie. Et en matière de calligraphie élaborée, le nouveau maître-calligraphe de la Cour de m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige me semble le mieux placé pour réussir ce que je demande.;Ich wünsche, dass die neue Moschee mit heiligen Motiven geschmückt wird — komplexe Kalligraphie sollte etwas sein, was der neue Hofkalligraph meines Lehnsherren wahrlich schaffen sollte.;;Deseo decorar la nueva mezquita con motivos sagrados. La caligrafía intrincada es algo que el nuevo calígrafo de la corte de mi señor debería ser capaz de hacer.;;;;;;;x
EVTDESC105051;A message from [From.GetTitledFirstName] has arrived, with a most respectful tone to it and a humble request for calligraphy of verses for the decoration of a newly erected mosque.;Un message [From.Get_du_TitledFirstName] vient d'être apporté. Il s'agit d'une requête adressée au maître-calligraphe à qui l'on demande sur un ton des plus respectueux de créer des motifs pour orner l'intérieur de la nouvelle mosquée.;Eine Nachricht von [From.GetTitledFirstName] ist angekommen, in einem äußerst respektvollen Ton und einer demütigen Bitte nach Kalligraphien von Versen für das Dekor der neu gebauten Moschee.;;Ha llegado un mensaje de [From.GetTitledFirstName], en un tono muy respetuoso. Solicita humildemente la caligrafía de versos para decorar una mezquita recién construida.;;;;;;;x
EVTDESC105052;I received samples of what the Court Calligrapher [From.GetTitledFirstName] had envisioned for the decoration of the mosque, taken special care to the few verses I had felt most important to adorn the roof and walls of the mosque.;J'ai reçu des échantillons de ce que projette de faire le maître-calligraphe de la Cour [From.GetTitledFirstName] pour la mosquée, et il a prêté une attention toute particulière aux quelques versets avec lesquels je souhaiterais orner le toit et les murs de la mosquée.;Ich habe Muster erhalten von dem, was der höfische Kalligraph [From.GetTitledFirstName] sich als Dekor der Moschee vorstellt, mit besonderem Umsicht auf die wenigen Verse, die ich als besonders wichtig erachtet habe, um das Dach und die Wände der Moschee zu verzieren.;;Recibí muestras de lo que el calígrafo de la corte [From.GetTitledFirstName] había ideado para decorar la mezquita, con especial atención a los versos que consideré más importantes para adornar el techo y las paredes.;;;;;;;x
EVTDESC105053;I had thought it to be a great honor, designing the decorations of my mosque and I had even sent [From.GetTitledFirstName] some verses to give [From.GetHerHim] some ideas of what I wanted together with a most humble letter praising [From.GetTitledFirstName]'s calligraphic skill. The short answer was humiliating in its simplicity:;J'aurais pensé que ce serait un grand honneur que de créer les motifs ornementaux pour ma mosquée et j'avais même envoyé [From.Get_au_TitledFirstName] quelques versets pour lui donner une idée de ce que je voulais, le tout accompagné d'une lettre très gentille vantant ses talents en calligraphie. La réponse que j'ai reçue fut aussi courte qu'humiliante : ;Ich hielt es für eine große Ehre, das Dekor meiner Moschee zu entwerfen, und ich hatte [From.GetTitledFirstName] sogar einige Verse geschickt, um [From.Getihmihr] eine Vorstellung zu geben, was ich mir vorgestellt habe, zusammen mit einem sehr demütigen Brief, in dem ich [From.GetTitledFirstName]s kalligraphische Fertigkeiten lobte. Die kurze Antwort war demütigend in seiner Einfachheit: ;;Creía que diseñar la decoración de mi mezquita sería todo un honor, incluso mandé a [From.GetTitledFirstName] unos cuantos versos para darle ideas sobre lo que quería, junto con una humilde carta solicitando sus habilidades caligráficas. Su corta respuesta fue de una simplicidad humillante:;;;;;;;x
EVTDESC105054;I sent [From.GetTitledFirstName] some short samples of my previous works and the design of the verses [From.GetSheHe] had specifically asked for. The messenger arrived with a letter from [From.GetTitledFirstName] and I tore it open to reveal what [From.GetTitledFirstName] had written in response to my designs...;J'ai envoyé [From.Get_au_TitledFirstName] quelques exemples de mes récents travaux ainsi que les versets ornés qu'[From.GetIlElle] m'avait demandés. Quand le messager est arrivé avec une lettre de sa part, j'ai déchiré l'enveloppe pour lire sa réponse...;Ich schickte [From.GetTitledFirstName] einige kleine Muster meiner bisherigen Arbeiten und den Entwürfen der Verse, um die [From.GetSheHe] mich namentlich gebeten hatte. Der Bote erschien mit einem Brief von [From.GetTitledFirstName] und ich riss ihn auf, um zu erfahren, was [From.GetTitledFirstName] mir als Antwort auf meine Entwürfe geschrieben hatte...;;Envié a [From.GetTitledFirstName] unas breves muestras de mis trabajos previos, junto con el diseño de los versos que me había solicitado expresamente. Cuando el mensajero trajo la carta de [From.GetTitledFirstName], la abrí raudo para conocer su respuesta a mis diseños...;;;;;;;x
EVTDESC105055;I saw the design of the verses my Court Calligrapher [FromFrom.GetTitledFirstName] had created for [From.GetTitledFirstName]'s new mosque and I couldn't believe anyone would be dissatisfied with it, [FromFrom.GetTitledFirstName] is a master with the qalam!;J'ai pu voir les ornements des versets réalisés par le maître-calligraphe de la Cour, [FromFrom.Get_le_TitledFirstName], et destinés à la nouvelle mosquée [From.Get_du_TitledFirstName]. Je ne comprends pas qu'on puisse ne pas aimer ce travail, [FromFrom.Get_le_TitledFirstName] est un expert en calligraphie.;Ich sah die Entwürfe der Verse, die mein höfischer Kalligraph [FromFrom.GetTitledFirstName] für [From.GetTitledFirstName]s neue Moschee entworfen hatte, und ich konnte nicht glauben, dass irgendjemand damit nicht zufrieden sein könnte  [FromFrom.GetTitledFirstName] ist ein Meister mit dem Qalam!;;Vi el diseño de los versos que mi calígrafo de la corte [FromFrom.GetTitledFirstName] había creado para la nueva mezquita de [From.GetTitledFirstName] y no podía creer que a alguien no le gustaran. ¡[FromFrom.GetTitledFirstName] es un maestro del qalam!;;;;;;;x
EVTDESC105060;The hilya I have worked on for so long is a piece of art, the description of the Loregiver's appearance and character written in gold with as much care taken to every line and curve as to every dot as I could possibly do. The brilliant colors and exquisite details is a joy to behold!;La calligraphie sur laquelle j'ai travaillée est une vraie oeuvre d'art, la description de l'apparition de la Sage et de son personnage, le tout écrit en lettres d'or, est d'une beauté et d'une précision rares. Les couleurs brillantes ainsi que les détails minutieux offrent un spectacle de toute beauté.;Die Hilya, an der ich so lange gearbeitet habe, ist ein Kunstwerk. Die Beschreibung des Aussehens und des Charakters der Wissengeberin in Gold geschrieben, jede Linie und Kurve, ja sogar jeder Punkt, wurde mit größter Sorgfalt in Gold geschrieben. Die brillanten Farben und erlesenen Details zu betrachten, ist eine Freude!;;La hilya en la que he trabajado tanto tiempo es una obra de arte, la descripción del carácter y la apariencia de la Sabia escrita en oro, prestando la máxima atención a cada línea, curva y punto. Sus colores vivos y sus detalles exquisitos la convierten en una joya de gran estima;;;;;;;x
EVTDESC105061;[From.GetTitledFirstName] sent me a hilya [From.GetSheHe] had made [From.GetHerselfHimself], a description of the Loregiver's appearance and character written in gold on pergament with hopes of it protecting me from trouble in this world and the next.;[From.Get_Le_TitledFirstName] m'a envoyé une calligraphie qu'[From.GetIlElle] a réalisée, il s'agit d'une description de l'apparition et du personnage de la Sage, le tout écrit sur un parchemin en lettres d'or, en espérant qu'il me protège des tracas dans ce monde ainsi que dans l'au-delà.;[From.GetTitledFirstName] schickte mir eine Hilya, die [From.GetSheHe] selbst erschaffen hat, eine Beschreibung des Aussehens und des Charakters der Wissengeberin, in Gold auf Pergament geschrieben, mit der Hoffnung, dass es mich vor Gefahren in dieser und der kommenden Welt beschützen möge.;;[From.GetTitledFirstName] me ha enviado una hilya de su creación, una descripción del carácter y la apariencia de la Sabia escrita en oro sobre un pergamino, con la esperanza de que me proteja de los males en este mundo y el venidero.;;;;;;;x
EVTDESC105065;With the promise of creating a golden book of Lore, with ornaments of gold and cover of solid gold, something only the most skilled and experienced calligraphers would ever be able to create, I might be able to convince my liege [Root.Liege.GetTitledFirstName] to grant me some funds!;Si je promets de créer un libre du Savoir en or, avec des ornements dorés et une couverture en or, une chose dont seuls les calligraphes les plus expérimentés et talentueux sont capables, je pourrais peut-être convaincre m[Root.Liege.GetOnA] [Root.Liege.GetLordLady] lige, [Root.Liege.Get_le_TitledFirstName], de dépenser un peu de son or !;Mit dem Versprechen, ein goldenes Wissenbuch zu erschaffen, mit Ornamenten aus Gold und einem Umschlag aus solidem Gold, etwas was nur die besten und erfahrensten Kalligraphen kreieren können, könnte ich erschaffen, um meinem Lehnsherren [Root.Liege.GetTitledFirstName] etwas Geld zu entlocken!;;Si prometo crear un libro de la Sabiduría dorado con adornos en oro y tapas de oro puro, algo que solo los calígrafos más hábiles y experimentados serían capaces de crear, ¡puede que consiga obtener algo de dinero de mi señor [Root.Liege.GetTitledFirstName]!;;;;;;;x
EVTDESC105066;The idea of a golden book of Lore might be absurd, the cost for the gold alone incredible but I listened patiently as the Court Calligrapher [From.GetTitledFirstName] told me about [From.GetHerHis] plans and ideas, the approximately cost of the materials needed including the gold and [From.GetHerHis] time estimate. It started to sound promising, then [From.GetTitledFirstName] asked me...;L'idée du 'Savoir en Or' peut sembler absurde, le coût de l'or seul est déjà exorbitant, mais j'ai patiemment écouté le maître-calligraphe de la Cour [From.GetTitledFirstName] m'exposer son projet, m'informer du coût approximatif des matériaux nécessaires dont l'or et le temps nécessaire. Tout ceci avait l'air très prometteur, jusqu'à ce que [From.Get_le_TitledFirstName] me demande...;Die Idee eines goldenen Wissenbuch klingt absurd. Allein die Kosten für das Gold sind enorm, doch ich lauschte geduldig, als der höfische Kalligraph [From.GetTitledFirstName] mir von [From.GetHerHis]en Ideen und Plänen berichtete, darunter den ungefähren Materialkosten, inklusive des Goldes, und [From.GetHerHis]er geschätzten Arbeitsdauer. Es klang vielversprechend, dann fragte mich [From.GetTitledFirstName]...;;La idea de un libro de Sabiduría de oro podría ser absurda y el coste solamente del oro increíble. Aún así, escuché pacientemente mientras el calígrafo de la corte [From.GetTitledFirstName] me explicaba sus planes e ideas, el coste aproximado de los materiales necesarios, incluido el oro, y el tiempo estimado para su realización. Parecía prometedor. Entonces, [From.GetTitledFirstName] me pidió...;;;;;;;x
EVTDESC105067;With a rough estimate of what the materials for the Golden Lorebook would cost and a time estimate of about six months I managed to make [From.GetTitledFirstName] more than interested in my 'dream' of making a Golden Lorebook...;Avec une estimation grossière du coût des matériaux du 'Savoir en Or' et une durée de travail d'environ 6 mois, j'ai réussi à intéresser [From.Get_le_TitledFirstName] quant à mon rêve de créer un 'Savoir en Or'...;Mit einer groben Einschätzung der Materialkosten für das Goldene Wissenbuch und einer geschätzten Arbeitsdauer von ungefähr sechs Monaten gelang es mir, [From.GetTitledFirstName] mehr für meinen "Traum", ein Goldenes Koran zu erschaffen, zu interessieren...;;Con una estimación aproximada del coste de los materiales y un plazo de unos seis meses, conseguí más que ilusionar a [From.GetTitledFirstName] en mi 'sueño' de construir una Sabiduría de oro...;;;;;;;x
