#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
EVTDESCPDP1;As [Root.GetName] has prospered the local population of Gnomes has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP2;As [Root.GetName] has prospered the local population of Svirfneblins has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP3;As [Root.GetName] has prospered the local population of Arctic Dwarves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP4;As [Root.GetName] has prospered the local population of Shield Dwarves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP5;As [Root.GetName] has prospered the local population of Duergars has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP6;As [Root.GetName] has prospered the local population of Gold Dwarves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP7;As [Root.GetName] has prospered the local population of Wild Dwarves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP8;As [Root.GetName] has prospered the local population of Udadrow Drow has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP9;As [Root.GetName] has prospered the local population of Crinti has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP10;As [Root.GetName] has prospered the local population of Green Elves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP11;As [Root.GetName] has prospered the local population of Moon Elves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP12;As [Root.GetName] has prospered the local population of Sun Elves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP13;As [Root.GetName] has prospered the local population of Fey'ri has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP14;As [Root.GetName] has prospered the local population of Wood Elves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP15;As [Root.GetName] has prospered the local population of Eladrin has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP16;As [Root.GetName] has prospered the local population of Maviddi has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP17;As [Root.GetName] has prospered the local population of Sea Elves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP18;As [Root.GetName] has prospered the local population of Snow Elves has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP19;As [Root.GetName] has prospered the local population of Avariels has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP20;As [Root.GetName] has prospered the local population of Lightfoot Halflings has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP21;As [Root.GetName] has prospered the local population of Mountain Orcs has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP22;As [Root.GetName] has prospered the local population of Gray Orcs has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP23;As [Root.GetName] has prospered the local population of Ondonti has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP24;As [Root.GetName] has prospered the local population of Orogs has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP25;As [Root.GetName] has prospered the local population of Tanarukks has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP26;As [Root.GetName] has prospered the local population of Cloud Giants has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP27;As [Root.GetName] has prospered the local population of Fire Giants has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP28;As [Root.GetName] has prospered the local population of Frost Giants has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP29;As [Root.GetName] has prospered the local population of Hill Giants has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP30;As [Root.GetName] has prospered the local population of Fomorians has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP31;As [Root.GetName] has prospered the local population of Ogres has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP32;As [Root.GetName] has prospered the local population of Merrows has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP33;As [Root.GetName] has prospered the local population of Stone Giants has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP34;As [Root.GetName] has prospered the local population of Storm Giants has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP35;As [Root.GetName] has prospered the local population of Trolls has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
EVTDESCPDP36;As [Root.GetName] has prospered the local population of Goliaths has grown. They are now a significant population in [Root.GetName]!;;;;;;;;;;;x
