###ÄNSI;;;;;;;;;;;;x
title_party_member;Adventurer;;;;;;;;;;;x
title_party_member_desc;You can assemble a party of four adventurers and send them on quests. Quests can challenge many different skills and attributes, not just combat skill, so make sure to create a party with a diverse skill-set.;;;;;;;;;;;x
#
adventuring_quest;Assign a Quest;;;;;;;;;;;x
adventuring_quest_desc;You can send the adventuring party you have assembled on a quest. Your party will be faced with various challenges, and their lives will be at risk. If they succeed, they'll gain experience points, gold and artifacts, and they'll bring something valuable back for you. You'll have to pay them a fee, though.;;;;;;;;;;;x
#
anti_host_adventuring;Send Adventurers Against;;;;;;;;;;;x
anti_host_adventuring_desc;You can send the adventuring party you have assembled against an host leader that is targeting you. If they succeed, they'll gain experience points, gold and artifacts, and the threat to your realm will be eliminated. You'll have to pay them a small fee, though.;;;;;;;;;;;x
#
# Difficulty Selection Screen & Starting Adventure Tombola
EVTDESC_ADVN_1;The adventurers you assembled are ready for some action! They have identified several locations within your lands that are overrun with dangerous creatures and apparently rich with ancient treasure. Will this expedition be remembered as a disaster, or as a great deed?;;;;;;;;;;;x
EVTDESC_ADVN_1_b;The realm is under attack by landless outlaws. Our adventurers are ready to deal with this threat: by removing our enemies' leader, their forces will disperse, sparing us the trouble of having to go to war.;;;;;;;;;;;x
EVTOPTZ_ADVN_1;We have rookies in need of experience, here.;;;;;;;;;;;x
EVTTOOLTIPADVN105;This is a safer and extremely simplified adventure option for rookie adventurers. Only lower level characters will actually get experience points, and there will be no special events, or artifacts rewards.;;;;;;;;;;;x
EVTOPTA_ADVN_1;Let's go for something simple, yet challenging.;;;;;;;;;;;x
EVTOPTB_ADVN_1;They're ready for real danger.;;;;;;;;;;;x
EVTOPTC_ADVN_1;Good luck, heroes!;;;;;;;;;;;x
# Random Monster
EVTDESC_ADVN_2;A battle! Your party is being assaulted by a mob of monsters. A party member must take point and fight the enemy leader, while the rest fend off the minions. Who's going to?;;;;;;;;;;;x
EVTOPTA_ADVN_2;[party_member_1.GetFullName].;;;;;;;;;;;x
EVTOPTB_ADVN_2;[party_member_2.GetFullName].;;;;;;;;;;;x
EVTOPTC_ADVN_2;[party_member_3.GetFullName].;;;;;;;;;;;x
EVTOPTD_ADVN_2;[party_member_4.GetFullName].;;;;;;;;;;;x
# Bad Weather
EVTDESC_ADVN_3;All of a sudden, the weather goes from decent, to bad, to absolutely terrible. The party must find shelter as soon as possible, but who's the best person for this job? Martially inclined characters are going to be better at this, as are druids, barbarians and rangers.;;;;;;;;;;;x
EVTOPTA_ADVN_3;[party_member_1.GetFullName].;;;;;;;;;;;x
EVTOPTB_ADVN_3;[party_member_2.GetFullName].;;;;;;;;;;;x
EVTOPTC_ADVN_3;[party_member_3.GetFullName].;;;;;;;;;;;x
EVTOPTD_ADVN_3;[party_member_4.GetFullName].;;;;;;;;;;;x
# Negotiate With Locals
EVTDESC_ADVN_4;The local populace isn't too happy with heavily armed strangers roaming their land as they please. If only your adventurers could befriend them, these peasants might offer them shelter, directions and supplies, instead of being an annoyance. Who's going to act as the party face? Diplomacy is key, paladins, bards and shadows are great at this.;;;;;;;;;;;x
EVTOPTA_ADVN_4;[party_member_1.GetFullName].;;;;;;;;;;;x
EVTOPTB_ADVN_4;[party_member_2.GetFullName].;;;;;;;;;;;x
EVTOPTC_ADVN_4;[party_member_3.GetFullName].;;;;;;;;;;;x
EVTOPTD_ADVN_4;[party_member_4.GetFullName].;;;;;;;;;;;x
# Research Location
EVTDESC_ADVN_5;While the party has a general idea on where their destination is located, they don't have exact coordinates. Hitting the books for a few days would help with that. Who's going to delve into dusty tomes and frayed parchments? Learned characters are going to be better at this, especially wizards, bards and warlocks.;;;;;;;;;;;x
EVTOPTA_ADVN_5;[party_member_1.GetFullName].;;;;;;;;;;;x
EVTOPTB_ADVN_5;[party_member_2.GetFullName].;;;;;;;;;;;x
EVTOPTC_ADVN_5;[party_member_3.GetFullName].;;;;;;;;;;;x
EVTOPTD_ADVN_5;[party_member_4.GetFullName].;;;;;;;;;;;x
# Sneak Past Enemy
EVTDESC_ADVN_6;The adventurers hear suspicious noises ahead: dangerous creatures lurking about, surely. By being stealthy, the party might be able to avoid this fight. Who's going to lead this stealth mission? Rogues, shadows and monks are the best at this, and being good at intrigue is also going to help.;;;;;;;;;;;x
EVTDESC_ADVN_6_b;The adventurers hear suspicious noises ahead: guards on patrol, surely. By being stealthy, the party might be able to avoid this fight. Who's going to lead this stealth mission? Rogues, shadows and monks are the best at this, and being good at intrigue is also going to help.;;;;;;;;;;;x
EVTOPTA_ADVN_6;[party_member_1.GetFullName].;;;;;;;;;;;x
EVTOPTB_ADVN_6;[party_member_2.GetFullName].;;;;;;;;;;;x
EVTOPTC_ADVN_6;[party_member_3.GetFullName].;;;;;;;;;;;x
EVTOPTD_ADVN_6;[party_member_4.GetFullName].;;;;;;;;;;;x
# Forage
EVTDESC_ADVN_7;The party's supplies are running dangerously low, and the adventurers are nowhere near a place where they could buy some. They'll have to rely on foraging and hunting from this point on. Who's going to take care of this task? Martially inclined characters are going to be better at this, as are druids, barbarians and rangers.;;;;;;;;;;;x
EVTOPTA_ADVN_7;[party_member_1.GetFullName].;;;;;;;;;;;x
EVTOPTB_ADVN_7;[party_member_2.GetFullName].;;;;;;;;;;;x
EVTOPTC_ADVN_7;[party_member_3.GetFullName].;;;;;;;;;;;x
EVTOPTD_ADVN_7;[party_member_4.GetFullName].;;;;;;;;;;;x
# Lost in the Wilderness
EVTDESC_ADVN_8;After a long day of marching, the party realizes they have been walking in circles for a while, and they need to get their bearings right, fast. Who's going to act as party guide? Martially inclined characters are going to be better at this, as are druids and rangers.;;;;;;;;;;;x
EVTOPTA_ADVN_8;[party_member_1.GetFullName].;;;;;;;;;;;x
EVTOPTB_ADVN_8;[party_member_2.GetFullName].;;;;;;;;;;;x
EVTOPTC_ADVN_8;[party_member_3.GetFullName].;;;;;;;;;;;x
EVTOPTD_ADVN_8;[party_member_4.GetFullName].;;;;;;;;;;;x
# Pinpoint Dungeon
EVTDESC_ADVN_9;The whole area is littered with old ruins, small and large. Finding the correct dungeon entrance by dumb luck would take a while...perhaps the party can pinpoint the correct location through clues, logic and educated guesses. Characters with high learning are going to be the best at this task.;;;;;;;;;;;x
