#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Make sure that this file in encoded in ANSI
#The society name
lord_alliance;The Lords' Alliance;;;;;;;;;;;;;x
string_lord_alliance;lord_alliance;;;;;;;;;;;;;x
#The society description
lord_alliance_desc;The Lords' Alliance, also known as the Council of Lords, was a partnership of merchant cities founded in 1325 DR. Its members were from the Sword Coast, the North and Western Heartlands, including Waterdeep, Silverymoon, Baldur's Gate, and Neverwinter, as well as other free cities and towns in the region, which made up the bulk of the organization. It was formed to oppose the growing influence of the Black Network in the North, as well as the Shadow Thieves of Amn.;;;;;;;;;;;;;x
#Leader description
lord_alliance_leader_desc;The members of the Alliance are all equal in discussing Alliance matters, but there is usually a respected leader coordinating the group's efforts.;;;;;;;;;;;;;x
#Name of the ranks
lord_alliance_rank_1_female;Redknife;;;;;;;;;;;;;x
lord_alliance_rank_2_female;Stingblade;;;;;;;;;;;;;x
lord_alliance_rank_3_female;Warduchess;;;;;;;;;;;;;x
lord_alliance_rank_4_female;Lioncrown;;;;;;;;;;;;;x
lord_alliance_rank_1_male;Redknife;;;;;;;;;;;;;x
lord_alliance_rank_2_male;Stingblade;;;;;;;;;;;;;x
lord_alliance_rank_3_male;Warduke;;;;;;;;;;;;;x
lord_alliance_rank_4_male;Lioncrown;;;;;;;;;;;;;x
#Name of the currency
currency_name_lord_alliance;Alliance Influence;;;;;;;;;;;;;x
#Rank up button name
request_to_rank_up_within_lord_alliance;Request to rank up.;;;;;;;;;;;;;x
#For tooltip that require being a member
IS_lord_alliance_TRIGGER;Is a member of the lord alliance.;;;;;;;;;;;;;x
#
#Alliance Mediation
alliance_mediation;Alliance Mediation;;;;;;;;;;;;;x
#Tooltip of the decision
alliance_mediation_desc;By using a small portion of your influence, you can end any war declared on you by another member of the Lords' Alliance.;;;;;;;;;;;;;x
#Tooltip of the decision in the society menu
alliance_mediation_power_desc;End wars declared on you by members of the Alliance.;;;;;;;;;;;;;x
#
#This event is for joining
EVTDESC_LA_102;By joining the Lords Alliance, you are sworn to ensure the safety and prosperity of the cities and other settlements of Faerun, to eliminate threats by any means necessary whenever and wherever they arise, and to be a champion of the people.;;;;;;;;;;;;;x
EVTOPTA_LA_102;On my honor.;;;;;;;;;;;;;x
EVTOPTB_LA_102;I'm not sure yet.;;;;;;;;;;;;;x
#
#This event is for rank up
EVTDESC_LA_122;Greetings [Root.GetSocietyRank] [Root.GetFirstName],\nYou can rank up. [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_LA_122;Great.;;;;;;;;;;;;;x
#
#Stop war event
EVTDESC_LA_30000;As a member of the Council of Lords, I successfully petitioned the Alliance to stop the pointless internal conflict I was involved in.;;;;;;;;;;;;;x
#
#Alliance Diplomacy
alliance_diplomacy;Alliance Diplomacy;;;;;;;;;;;;;x
#Tooltip of the decision
alliance_diplomacy_desc;The main purpose of the Lords' Alliance is to protect the free realms of northwest Faerun from outside threats, and the best way to do so is to encourage and facilitate vast networks of alliances between its members. Use this decision to stipulate a 6-years alliance with a member of the society.;;;;;;;;;;;;;x
#Tooltip of the decision in the society menu
alliance_diplomacy_power_desc;Gain an ally among the Alliance's members.;;;;;;;;;;;;;x
#
#Alliance Raise Ships
alliance_raise_ships;Alliance Raise Ships;;;;;;;;;;;;;x
#Tooltip of the decision
alliance_raise_ships_desc;The Lords' Alliance has great influence over the merchants of the Sword Coast, and as such it can easily hire considerable naval forces. Use this decision to hire 45 galleys for as long as you are at war.;;;;;;;;;;;;;x
#Tooltip of the decision in the society menu
alliance_raise_ships_power_desc;You can hire ships as long as you are at war.;;;;;;;;;;;;;x
#
#Alliance Raise Troops
alliance_raise_troops;Alliance Raise Troops;;;;;;;;;;;;;x
#Tooltip of the decision
alliance_raise_troops_desc;The Lords' Alliance will not ignore a defensive call to arms from its greatest benefactors. Use this decision to hire 5000 troops for as long as you are in a defensive war.;;;;;;;;;;;;;x
#Tooltip of the decision in the society menu
alliance_raise_troops_power_desc;You can hire a sizable army as long as you are defending in a war.;;;;;;;;;;;;;x
#
