#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
#Color codes (EG: §YExample§!) must be encoded into windows 1252.;;;;;;;;;;;;x
;;;;;;;;;;;;x
##Invasion##;;;;;;;;;;;;x
viking_invasion_desc;You can declare the intention to invade all the territory held by a sufficiently powerful target within a given de jure kingdom. This will swell their ranks with adventurers, but they must attack within two years.;Les païens peuvent faire savoir leur intention d'envahir tout le territoire détenu par une cible suffisamment puissante dans un royaume de jure donné. Des aventuriers joindront leurs rangs mais ils devront passer à l'attaque dans les deux années.;Heiden können ihre Absicht erklären, in das gesamte Gebiet eines ausreichend mächtigen Ziels innerhalb eines De-jure-Königreichs einzufallen. Dies wird ihre Ränge mit Abenteurern füllen, sie müssen allerdings innerhalb von zwei Jahren angreifen.;;Los Paganos pueden declarar su intención de invadir todo el territorio en poder de un objetivo lo suficientemente poderoso dentro de un reino de jure dado. Esto engrosará sus filas con aventureros, pero debe atacar dentro del plazo de dos años.;;;;;;;;;x
;;;;;;;;;;;;x
##Subjugation##;;;;;;;;;;;;x
indian_subjugation_desc;Rulers who follow Adama can subjugate each other for 500 Karma if they are from the same culture group.;Les souverains de Adama peuvent se subjuguer les uns les autres pour §Y500§! Karma s'ils sont du même groupe culturel.;Herrscher Adama Religionen können sich gegenseitig für §Y500§! Karma unterwerfen, wenn sie aus derselben Kulturgruppe stammen.;;Los gobernantes de Adama pueden subyugar a otros por §Y500§! Karma si son del mismo grupo cultural.;;;;;;;;;x
;;;;;;;;;;;;x
###Holy Wars###;;;;;;;;;;;;x
religious_desc;§Y$CLAIMANT$§! can use this Casus Belli to seize all titles held by the infidel, §Y$TARGET$§!, within the de jure §Y$TITLE$§!. This Casus Belli is valid against neighbors, and also against infidels up to two sea zones away.;§Y$CLAIMANT$§! peut utiliser ce casus belli pour s'emparer de tous les titres que possède l'infidèle §Y$TARGET$§! au sein de §Y$TITLE$§! de jure. Ce casus belli est valide contre des pays frontaliers, mais aussi jusqu'à deux zones maritimes de distance si l'attaquant, ou encore si l'ère des grandes guerres saintes a commencé pour la religion de l'attaquant.;§Y$CLAIMANT$§! kann diesen Kriegsgrund dazu benutzen, dem ungläubigen Ziel §Y$TARGET$§! sämtliche Titel unter dem De-jure-Titel §Y$TITLE$§! abzunehmen.;;§Y$CLAIMANT$§! puede utilizar este casus belli para apoderarse de todos los títulos que posee el infiel, §Y$TARGET$§!, dentro de los de jure §Y$TITLE$§!. Este Casus Belli es válido contra vecinos, y también contra los infieles hasta a dos marítimas de distancia, o si la época de la Gran guerra santa ha comenzado por la religión del atacante.;;;;;;;;;x
;;;;;;;;;;;;x
##Pagan Conquest##;;;;;;;;;;;;x
pagan_county_conquest_desc;Nomads can conquer single border counties without specific reasons. Seafaring religion adherents can also take any nearby coastal county.;;;;;;;;;;;;;x
;;;;;;;;;;;;x
##Single county##;;;;;;;;;;;;x
CB_NAME_COUNTY_CONQUEST_desc;Rulers that follow the [Root.Religion.GetName] faith can conquer single border counties without specific reasons at the cost of 50 [This.Religion.GetPietyName].;;;;;;;;;;;x
;;;;;;;;;;;;x
##Muslim county##;;;;;;;;;;;;x
muslim_county_conquest_desc;Rulers that follow the [Root.Religion.GetName] faith can conquer single border counties without specific reasons at the cost of 50 [This.Religion.GetPietyName]. Seafaring religion adherents can also take any nearby coastal county.;;;;;;;;;;;x
;;;;;;;;;;;;x
##Succession crisis##;;;;;;;;;;;;x
CB_NAME_SUCCESSION;Dispute Succession;Crise de succession;Thronfolge anfechten;;Conflicto en la sucesión;;;;;;;x
WAR_NAME_SUCCESSION;$ORDER$$SECOND_ADJ$ Succession Crisis;$ORDER$Guerre de succession $SECOND_ADJ$;$ORDER$$SECOND_ADJ$er Erbfolgekrieg;;$ORDER$ Guerra de Sucesión $SECOND_ADJ$;;;;;;;x
WAR_NAME_SUCCESSION;$ORDER$War of the $SECOND_ADJ$ Succession;$ORDER$Guerre de succession $SECOND_ADJ$;$ORDER$$SECOND_ADJ$er Erbfolgekrieg;;$ORDER$ Guerra de Sucesión $SECOND_ADJ$;;;;;;;x
;;;;;;;;;;;;x
##Nomad Tributary##;;;;;;;;;;;;x
tributary_nomad_cb_desc;§Y$TARGET$§!'s realm is weak and no match for me, it is time for them to pay tribute or be crushed underneath the might of my horde!\n\nThrough war you can force any realm that you or one of your §YTributaries§! border to pay you §Y50%§! of their income as tribute.\nWill only break free if the §YSuzerain§! has §Rnegative§! §YPrestige§!.\nThis type of §YTributary§! can be called to war.\nThis type of §YTributary§! can call you into their wars, but you are not forced to accept their §YCall to Arms§!.;;;;;;;;;;;;;x
