shadow_thieves;Shadow Thieves;;;;;;;;;;;x
shadow_thieves_desc;The Shadow Thieves are a versatile criminal guild that deal in ten different criminal activities. They are Assassins, Beggars, Bounty Hunters, Con Artists and Tricksters, Burglars, Cutpurses and Pickpockets, Enforcers and Thugs, Racketeers, Scouts and Spies, Fences, Smugglers and Pirates. They are a strongly structured organization, using this as an advantage to avoid any action that desegregates the whole organization.;;;;;;;;;;;x
currency_name_shadow_thieves;Shadowy Influence;;;;;;;;;;;x
shadow_thieves_rank_1_female;Shadow Thief;Shadow Thief;Shadow Thief;;Shadow Thief;;;;;;;x
shadow_thieves_rank_1_male;Shadow Thief;Shadow Thief;Shadow Thief;;Shadow Thief;;;;;;;x
shadow_thieves_rank_2_female;Silhouette;Silhouette;Silhouette;;Silhouette;;;;;;;x
shadow_thieves_rank_2_male;Silhouette;Silhouette;Silhouette;;Silhouette;;;;;;;x
shadow_thieves_rank_3_female;Cloakmaster;Cloakmaster;Cloakmaster;;Cloakmaster;;;;;;;x
shadow_thieves_rank_3_male;Cloakmaster;Cloakmaster;Cloakmaster;;Cloakmaster;;;;;;;x
shadow_thieves_rank_4_female;Shadow Councilor;;;;;;;;;;;x
shadow_thieves_rank_4_male;Shadow Councilor;;;;;;;;;;;x
shadow_thieves_leader_desc;The Grandmaster of Shadows is the supreme leader of the Shadow Thieves. They run the Shadow Council which determines the important decisions of the guild.;;;;;;;;;;;x
shadowthief_tt_rank1;Those who have not yet proven themselves are simply a Shadow Thief, nothing more.;;;;;;;;;;;x
shadowthief_tt_rank2;The Silhouettes are the local guild masters, given autonomous control over one of the ten criminal activies in which the Shadow Thieves deal.;;;;;;;;;;;x
shadowthief_tt_rank3;One Cloakmaster administers an area of a maximum of 10,000 people. The hierarchy of the Shadow Thieves combined with the Cloakmaster's skill ensures the law will have a difficult time keeping up.;;;;;;;;;;;x
shadowthief_tt_rank4;The Shadow Council divides the Realms territory in each region, with each Shadow Councilor acting as supreme leader of that territory. They lead the Cloakmasters and are only outranked by the Grandmaster of Shadows.;;;;;;;;;;;x
harpers;Harpers;;;;;;;;;;;x
harpers_desc;The Harpers are a semi-secret organization dedicated to promoting good, preserving history (including art and music of old) and maintaining a balance between civilization and nature by keeping kingdoms small and the destruction of plant life to a minimum. The original Harpers were founded by Myth Drannan Elves and took their name and symbol from their founder's family crest.;;;;;;;;;;;x
currency_name_harpers;Harpers' Influence;;;;;;;;;;;x
harpers_rank_1_female;Harper;;;;;;;;;;;x
harpers_rank_1_male;Harper;;;;;;;;;;;x
harpers_rank_2_female;Agent;;;;;;;;;;;x
harpers_rank_2_male;Agent;;;;;;;;;;;x
harpers_rank_3_female;Master Harper;;;;;;;;;;;x
harpers_rank_3_male;Master Harper;;;;;;;;;;;x
harpers_rank_4_female;High Harper;;;;;;;;;;;x
harpers_rank_4_male;High Harper;;;;;;;;;;;x
harpers_leader_desc;While the High Harpers have no one above them, there is always one High Harper who is given the respectful position of first among equals.;;;;;;;;;;;x
harpers_tt_rank1;A new initiate to the Harpers. These individuals are dedicated to battling evil, discovering and preserving forgotten lore, and maintaining the balance between nature and civilization.;;;;;;;;;;;x
harpers_tt_rank2;The Harper agents or "scouts" are scattered all across Faerûn. Harper agents are the "field agents" of the Harper organization, acting directly to gather intelligence and eliminate threats to the greater good.;;;;;;;;;;;x
harpers_tt_rank3;Master Harpers are the elite agents of the Harpers. They study spells and develop many skills to help them in their duties of preserving lore by imparting it to others, raising morale and aiding other members of the Harpers as well as others who promote similar aims.;;;;;;;;;;;x
harpers_tt_rank4;The High Harpers are a council of powerful individuals who plan the long-term goals of the Harpers.;;;;;;;;;;;x
eldreth_veluuthra;Eldreth Veluuthra;;;;;;;;;;;x
eldreth_veluuthra_desc;The Eldreth Veluuthra or Victorious Blade of the People in Common, was formed in 262 DR to investigate the threat humans face to elves. They decided that humans were equivalent to vermin, and have since been dedicated to the stop of human expansion and the eventual removal of all human kind from Faerûn. They are recruited from the most wealthy elves who fund and lead the organization, as well as the most impoverished and disillusioned elves who act as expendable saboteurs.;;;;;;;;;;;x
currency_name_eldreth_veluuthra;People's Influence;;;;;;;;;;;x
eldreth_veluuthra_rank_1_female;Cell Member;;;;;;;;;;;x
eldreth_veluuthra_rank_1_male;Cell Member;;;;;;;;;;;x
eldreth_veluuthra_rank_2_female;Cell Leader;;;;;;;;;;;x
eldreth_veluuthra_rank_2_male;Cell Leader;;;;;;;;;;;x
eldreth_veluuthra_rank_3_female;Agent;;;;;;;;;;;x
eldreth_veluuthra_rank_3_male;Agent;;;;;;;;;;;x
eldreth_veluuthra_rank_4_female;Vel'Nikeryma;;;;;;;;;;;x
eldreth_veluuthra_rank_4_male;Vel'Nikeryma;;;;;;;;;;;x
eldreth_veluuthra_leader_desc;The head of the Vel'Nikeryma is the most respected member. They are a devastating scourge to humankind.;;;;;;;;;;;x
eldreth_veluuthra_tt_rank1;The cell members of the Eldreth Veluuthra go about their daily lives, working or maintaining families, and take up duties when called for. Although there are a few adventuring companies, these generally do not last long due to the high casualties involved in such a cell style.;;;;;;;;;;;x
eldreth_veluuthra_tt_rank2;Cells decide their leadership from among their members. If a leader could not be removed by diplomatic means, approval from the Vel'Nikeryma was sought to take further measures.;;;;;;;;;;;x
eldreth_veluuthra_tt_rank3;Any capable member can request agent status, which must be approved by the Vel'Nikeryma. Agents take on duties anywhere in Faerûn. They gain access to passwords, handshakes and symbols that help identify them to the other agents scattered throughout Faerûn.;;;;;;;;;;;x
eldreth_veluuthra_tt_rank4;The Vel'Nikeryma (or Blade Lords) is the organization that acts as the guiding council for the Eldreth Veluuthra. Its' purpose is to gather information from across Faerûn in order to dictate the direction of the Eldreth Veluuthra but, in general, they avoided intervention in individual cells' matters.;;;;;;;;;;;x
request_to_rank_up_within_society_cult;Cults require §R3rd§! and §R4th§! rank to be either a §GDivine§! or §BArcane§! caster.;;;;;;;;;;;x
cult_of_the_dragon;Cult of the Dragon;;;;;;;;;;;x
