the_satanists;the Star Pact;;;;;;;;;;;x
the_satanists_desc;The Far Realm is a place outside the multiverse, from where many aberrations are said to come. It contains great power, though with it comes great peril to the non-aberrant mind. There are those who would beseech some of the greatest powers of the Far Realm, the Elder Evils, for their unique magic, often worshipping them in secret in the form of baleful stars.;;;;;;;;;;;x
currency_name_the_satanists;Aberrant Power;;;;;;;;;;;x
the_satanists_leader_desc;[GetSocietyLeaderDesc];;;;;;;;;;;x
the_satanists_rank_1_female;Cultist;;;;;;;;;;;x
the_satanists_rank_2_female;Binder;;;;;;;;;;;x
the_satanists_rank_3_female;Stargazer;;;;;;;;;;;x
the_satanists_rank_4_female;Starcaller;;;;;;;;;;;x
the_satanists_rank_1_male;Cultist;;;;;;;;;;;x
the_satanists_rank_2_male;Binder;;;;;;;;;;;x
the_satanists_rank_3_male;Stargazer;;;;;;;;;;;x
the_satanists_rank_4_male;Starcaller;;;;;;;;;;;x

String_elderevils;Elder Evils;;;;;;;;;;;x
String_black_magic;aberrant magic;la magie noire;Schwarze Magie;;magia negra;;;;;;;x
String_GetDWMagician_starpact;Doomsayer;;;;;;;;;;;x
String_aberration;aberration;;;;;;;;;;;x
String_cultists;cultists;;;;;;;;;;;x
String_Praise_Evilgod;The Far Realm will deliver us!;;;;;;;;;;;x
String_Demon_Prince;ancient aberration;;;;;;;;;;;x
String_Mammon;Gibbeth;;;;;;;;;;;x
String_Beelzebub;Acamar;;;;;;;;;;;x
String_Abaddon;Delban;;;;;;;;;;;x
String_Belphegor;Hadar;;;;;;;;;;;x
String_Asmodeus;Pandorym;;;;;;;;;;;x
String_Leviathan;Father Llymic;;;;;;;;;;;x
String_Astaroth;Hargut;;;;;;;;;;;x
String_Belial;Y'chak;;;;;;;;;;;x
String_Berith;Nihal;;;;;;;;;;;x
String_Lilith;Zurguth;;;;;;;;;;;x
String_Pythius;Gaernoo;;;;;;;;;;;x
String_Akoman;Prukal;;;;;;;;;;;x
String_Indar;Ihbar;;;;;;;;;;;x
String_Nanghait;Ulban;;;;;;;;;;;x
String_Sawar;Zhudun;;;;;;;;;;;x
String_Tauriz;Shothotugg;;;;;;;;;;;x
String_Zarizi;Piscaethces;;;;;;;;;;;x
String_Akatash;Holashner;;;;;;;;;;;x
String_Yabash_Han;Bolothamogg;;;;;;;;;;;x
String_Kerey_Han;Ityak-Ortheel;;;;;;;;;;;x
String_Badysh_Han;Atropus;;;;;;;;;;;x
String_Shyngay_Han;The Eldest;;;;;;;;;;;x
String_Karash_Han;Khezef;;;;;;;;;;;x
String_Baba_Yaga;Baba Yaga;;;;;;;;;;;x
String_Berstuk;Tyranthraxus;;;;;;;;;;;x

starpact_tt;Must be either an aboleth, an Old One pact warlock, or have at least two of the following: Mystic, Lunatic, Psionic Potential, Aberrant Mind Sorcerous Origin, Arbitary, Cynical, Ambitious, Scholar, Faithless Religion. Cannot be Zealous.;;;;;;;;;;;x
known_satanist;Known Cultist;;;;;;;;;;;x
known_satanist_desc;This character has been revealed to have consorted with evils beyond this world.;;;;;;;;;;;x
corrupting_magic_minor_desc;All power comes at a price. The use of unnatural magic has corrupted this character's body and mind, making them frail and demented. Despite their apparent weakness, a dark force is keeping them alive for nefarious reasons...;Tout pouvoir a un prix. L'utilisation de la magie noire a corrompu le corps et l'esprit de ce personnage, le rendant fragile et dément.;Jede Macht hat ihren Preis. Die Verwendung von dunkler Magie hat den Körper und den Geist dieses Charakters korrumpiert und ihn gebrechlich und wahnsinnig gemacht. Trotz seiner offensichtlichen Gebrechlichkeit hält eine dunkle Macht ihn aus schändlichen Gründen irgendwie am Leben...;;Todo poder tiene un precio. El uso de la magia oscura ha corrompido el cuerpo y la mente de este personaje, haciéndole frágil y demente A pesar de su aparente debilidad, una fuerza oscura le mantiene con vida por razones nefastas;;;;;;;;;x
dark_healing_recent;Exhausted from Aberrant Healing;;;;;;;;;;;x
satyric_blessing;Aberrant Virility;;;;;;;;;;;x
satyric_blessing_desc;This man has been favored with virility and animal magnetism.;Cet homme a été favorisé par la virilité et le magnétisme animal.;Dieser Mann ist mit der Potenz und der animalischen Anziehungskraft gesegnet.;;Este hombre ha sido bendecido con la virilidad y el magnetismo animal.;;;;;;;x
blessing_of_lilith;Aberrant Virility;;;;;;;;;;;x
blessing_of_lilith_desc;This woman has been blessed with sensuality and otherwordly allure.;Cette femme a été bénie avec la sensualité et le charme.;Diese Frau ist von einer Sinnlichkeit und Anziehungskraft.;;Esta mujer ha sido bendecida con la sensualidad y el encanto.;;;;;;;x
blessing_of_berith;Blessing of Nihal;Bénédiction de Nihal;Nihals Segen;;Bendición de Nihal;;;;;;;x
blessing_of_berith_desc;Nihal, the Serpent Star, has blessed this character with overflowing coffers.;;;;;;;;;;;x
blessing_of_azazel;Blessing of Zargon;Bénédiction de Zargon;Zargons Segen;;Bendición de Zargon;;;;;;;x
blessing_of_azazel_desc;Zargon the Returner, slayer of gods, has blessed this character with martial prowess.;;;;;;;;;;;x
blessing_of_avnas;Blessing of Khirad;Bénédiction de Khirad;Khirads Segen;;Bendición de Khirad;;;;;;;x
blessing_of_avnas_desc;Khirad, the Star of Secrets, has blessed this character with secret knowledge.;;;;;;;;;;;x
blessing_of_belial;Blessing of Y'chak;Bénédiction d'Y'chak;Y'chaks Segen;;Bendición de Y'chak;;;;;;;x
blessing_of_belial_desc;Y'chak, the Violet Flame, has blessed this character with charm and a glib tongue.;;;;;;;;;;;x
blessing_of_mammon;Blessing of Gibbeth;Bénédiction de Gibbeth;Gibbeths Segen;;Bendición de Gibbeth;;;;;;;x
blessing_of_mammon_desc;Gibbeth, the Dancing Star, has blessed this character with business acumen.;;;;;;;;;;;x
blessing_of_vetis;Blessing of Caiphon;Bénédiction de Caiphon;Caiphons Segen;;Bendición de Caiphon;;;;;;;x
blessing_of_vetis_desc;Caiphon, the Dream Whisperer, has blessed this character with a devious mind.;;;;;;;;;;;x
voice_of_satan;Voice of [GetDWRandomDemon];Voix de [GetDWRandomDemon];Die Stimme von [GetDWRandomDemon];;Voz de [GetDWRandomDemon];;;;;;;;;x
voice_of_satan_desc;Apparently the voices of the Far Realm speak to this character.;;;;;;;;;;;x
devil_worshipers_dark_healing_desc;By using their dark magic aberrant worshipers can heal themselves, sometimes from the most grievous injuries.;;;;;;;;;;;x
satanists_recruit;Recruit for the Star Pact;;;;;;;;;;;x
