death_text_default;And now [GetFirstName] goes to the Fugue Plane to be judged for the afterlife;;;;;;;;;;;;;x
death_text_neutral;Although not especially blessed, we hope [GetFirstName] will have a peaceful afterlife in the Outlands of Concordant Opposition;;;;;;;;;;;;;x
death_text_lustful;Well-known to be devoted to fleshly pleasures, [GetSheHe] was often unfaithful to [GetHerHis] spouse. We cannot know if the afterlife will be as satisfying;;;;;;;;;;;;;x
death_text_greedy;A greedy [GetManWoman], [GetSheHe] often remarked on the need to tax [GetHerHis] people into the ground. A wicked [GetManWoman], [GetFirstName] will surely suffer for this in Gehenna;;;;;;;;;;;;;x
death_text_slothful;Prone to sloth, [GetSheHe] never did anything [GetSheHe] did not have to. A wicked [GetManWoman], [GetFirstName] will surely suffer for this failing in the Grey Waste;;;;;;;;;;;;;x
death_text_envious;Ever envious, [GetSheHe] always wanted what other people had. A wicked [GetManWoman], [GetFirstName] will doubtless spend an unsatisfied afterlife in Baator;;;;;;;;;;;;;x
death_text_wroth;An angry [GetManWoman], people feared to cross [GetHerHim] - or even bring bad news. A wicked [GetManWoman], [GetFirstName] will surely fit in well in Acheron;;;;;;;;;;;;;x
death_text_proud;Ever prideful, [GetSheHe] wanted everyone to know of [GetHerHis] greatness. A wicked [GetManWoman], [GetFirstName] may well suffer for this vice in Carceri;;;;;;;;;;;;;x
death_text_chaste;A chaste [GetManWoman], [GetHerHis] honor was beyond refute. A sincere [GetManWoman], [GetFirstName] will doubtless experience bliss in Arcadia;;;;;;;;;;;;;x
death_text_temperate;Ever temperate, [GetSheHe] never let [GetHerHis] base urges get the better of [GetHerHim]. A moderate [GetManWoman], [GetFirstName] may enjoy the pleasures of Elysium;;;;;;;;;;;;;x
death_text_charitable;Well-known to be charitable, [GetSheHe] freely gave money to [GetHerHis] friends and family. A generous [GetManWoman], [GetFirstName] is in Arborea now;;;;;;;;;;;;;x
death_text_diligent;A shining example of diligence, [GetHerHis] duty was never neglected. A dedicated [GetManWoman], [GetFirstName] will surely dwell happily in Bytopia;;;;;;;;;;;;;x
death_text_kind;Known to be kind, few had a bad word to say about [GetHerHim]. A loving [GetManWoman], [GetFirstName] will surely dwell with the devas forever;;;;;;;;;;;;;x
death_text_patient;Always patient, [GetSheHe] never lost [GetHerHis] temper. A long-suffering [GetManWoman], [GetFirstName] is residing on Mount Celestia now;;;;;;;;;;;;;x
death_text_humble;A humble [GetManWoman], [GetSheHe] never wanted anyone to make a fuss over [GetHerHis] accomplishments. A modest [GetManWoman], [GetFirstName] enjoys the freedom of the Beastlands now;;;;;;;;;;;;;x
death_text_evil_wonder;For [GetHerHis] wicked deeds, many screamed not to bury [GetFirstName] with the other rulers of our lands, instead to toss [GetHerHim] in an unmarked grave and without the proper services. May [GetFirstName] finally pay for [GetHerHis] sins in the afterlife;;;;;;;;;;;;;x
death_text_started_wonder;Never succeeding in making a name for [GetHerselfHimself], [GetFirstName]'s most notable deed was participating in the construction of the great works which [GetSheHe] will never see finished;;;;;;;;;;;;;x
death_text_architect_wonder;[GetFirstName] was a patron of architects, offering parts of [GetHisHer] riches to build a better nation. [GetHerHisCap] rule will surely be remembered by the people every time they see the fruits of [GetHerHis] labor;;;;;;;;;;;;;x
death_text_child;While many struggle to see why the powers decided to take a young child away from us, we hope [GetFirstName] will find peace in the afterlife;;;;;;;;;;;;;x
death_text_gluttonous;Known to be gluttonous, [GetSheHe] spent [GetHerHis] days trying to sate [GetHerHis] abominable appetite. A wicked [GetManWoman], [GetFirstName] will surely wander Pandemonium forever;;;;;;;;;;;;;x
death_text_sponsor_king;A pious [GetManWoman], [GetSheHe] spent many years and resources trying to spread the word of [Religion.GetHighGodName] amongst those of other faiths;;;;;;;;;;;;;x
death_text_convert_king;A revolutionary [GetManWoman], [GetSheHe] led [GetHerHis] tribes away from their ancient faith and into the glory of the [Religion.GetName] way;;;;;;;;;;;;;x
death_text_crusader;A zealous [GetManWoman], [GetSheHe] fought for the glory of [Religion.GetHighGodName] against the enemy in one of the greatest holy wars of recent history;;;;;;;;;;;;;x
death_text_bestiality;A wicked [GetManWoman], [GetSheHe] was rumored to speak to and entertain [GetHerselfHimself] with beasts. [GetFirstName] will surely go straight to the Abyss;;;;;;;;;;;;;x
death_text_cannibal;Rumored to consume the flesh of sentients for sustenance, [GetFirstName] is without a doubt doomed to some nameless pit in the Lower Planes;;;;;;;;;;;;;x
death_text_excommunicated;Having died as an outcast, expelled from the faith, [GetFirstName]'s fate now lies solely in the hands of the gods;;;;;;;;;;;;;x
death_text_bastard;Because of the unfortunate circumstances of [GetHerHis] birth, many doubted the legitimacy of [GetFirstName]'s rule. [GetSheHeCap] has now found peace from their slander in death;;;;;;;;;;;;;x
death_text_selfcrowned;Known to be a staunch opponent of the ordered clergy, [GetFirstName] was notorious for claiming that [GetHerHis] right to rule came directly from [GetHighGodName];;;;;;;;;;;;;x
