#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;x
creature_human;Human;;;;;;;;;;;x
creature_human_desc;Humans in Toril are widespread, can be found in most regions and, in general, are fierce and disagreeable, which can sometimes lead certain other races to view them with contempt. They are renowned for their diversity and ambition, and although they lack specialization, they can excel in many areas.;;;;;;;;;;;x
creature_elf;Elf;;;;;;;;;;;x
creature_elf_desc;Elves are a long lived race of the Tel-quessir (fey) found most commonly in forests, shrublands, and other wildernesses. From time to time the elves have organized strong nations, in some cases adopting even a nomadic lifestyle. Almost all elves worship the Seldarine, otherwise known as the elven pantheon, and the elves are generally, though not always, good in nature.;;;;;;;;;;;x
creature_half_elf;Half-Elf;;;;;;;;;;;x
creature_half_elf_desc;Half-elves, as usually defined, are humanoids born through the union of an elf and a human. Whether a half-elf is raised by their human parent or their elven parent, they often feel isolated and alone.;;;;;;;;;;;x
creature_drow;Drow;;;;;;;;;;;x
creature_drow_desc;Drow, also known as dark elves, are a dark-skinned, white-haired sub-race of elves that predominantly live in the Underdark. Most drow are evil, though exceptions do exist.;;;;;;;;;;;x
creature_feyri;Fey'ri;;;;;;;;;;;x
creature_feyri_desc;Fey'ri are generally the offspring of an elf and a fiend. Most fey'ri are the result of interbreeding between sun elves and tanar'ri in an attempt to strengthen the sun elf bloodline.;;;;;;;;;;;x
creature_halfling;Halfling;;;;;;;;;;;x
creature_halfling_desc;Halflings are humanoid creatures similar in shape to humans, but around half their size. Halflings get along well with most of the other races, and often travel between them.;;;;;;;;;;;x
creature_dwarf;Dwarf;;;;;;;;;;;x
creature_dwarf_desc;Dwarves are a tough, tradition-abiding folk known for their strong martial traditions and beautiful craftsmanship. Dwarf bodies are unusually tough for humanoids, they are resistant to virtually all poisons and are dense and difficult to push around. Dwarves generally live in large mountain ranges where they built kingdoms on top of magnificent works of stone.;;;;;;;;;;;x
creature_orc;Orc;;;;;;;;;;;x
creature_orc_desc;Orcs are a race of humanoids that have been a threat to the civilized cultures of Toril, particularly Faerûn for as long as any can remember. Orcs have poor temperaments and are given to anger more easily than some races. Easily offended and impatient, orcs generally prefer violent solutions and rarely consider multiple ways of approaching a problem.;;;;;;;;;;;x
creature_half_orc;Half-Orc;;;;;;;;;;;x
creature_half_orc_desc;Half-orcs are humanoids born of both human and orc ancestry by a multitude of means. They are often shunned in both human and orcish society, though for different reasons.;;;;;;;;;;;x
creature_goblin;Goblin;;;;;;;;;;;x
creature_goblin_desc;Goblins are a race of small and numerous goblinoids common throughout Toril. They are a nimble and elusive race, who are able to slip away from danger more easily than most.;;;;;;;;;;;x
creature_ogre;Ogre;;;;;;;;;;;x
creature_ogre_desc;Ogres are a race of giant-kin. They tend to be lazy and brutish, preferring to rely on ambush and overwhelming numbers in battle. Ogres often worked as mercenaries, hoping for easy plunder.;;;;;;;;;;;x
creature_half_ogre;Half-Ogre;;;;;;;;;;;x
creature_half_ogre_desc;Half-Ogres are generally the offspring of a human and an ogre. Half-ogres were generally thought of as large, strong, and stupid among human civilizations, but considered exactly the opposite way by ogre tribes.;;;;;;;;;;;x
creature_ogrillon;Ogrillon;;;;;;;;;;;x
creature_ogrillon_desc;Ogrillons are generally the result of orcs and ogres breeding. Although roughly the same size as orcs and other humanoids, ogrillons are considerably stronger.;;;;;;;;;;;x
creature_treant;Treant;;;;;;;;;;;x
creature_treant_desc;A Treant is a huge, intelligent plant. They are generally chaotic good and protect the forests from those who would seek to do it harm.;;;;;;;;;;;x
creature_giant;Giant;;;;;;;;;;;x
creature_giant_desc;Giants are humanoid creatures, usually of great strength and size. Giant characteristics are largely dependent on the type of giant. The true giants are the Cloud, Fire, Frost, Hill, Stone, and Storm giants, along with Ettins and Titans.;;;;;;;;;;;x
creature_hag;Hag;;;;;;;;;;;x
creature_hag_desc;A hag is a horrible monstrous humanoid creature whose love of evil is equaled only by their ugliness. All hags are apparently female, at least in form. Due to their connection to the fey realm, they are natural users of magic.;;;;;;;;;;;x
creature_yikarian;Yikarian;;;;;;;;;;;x
creature_yikarian_desc;The yikarians (or yakfolk) are ogre-sized humanoids. Their heads resembled those of a yak and their bodies were covered in coarse fur. One of their most feared abilities is the ability to possess the bodies of others. Their society was built on slavery and most are neutral evil.;;;;;;;;;;;x
creature_pureblood;Yuan-Ti Pureblood;;;;;;;;;;;x
creature_pureblood_desc;The yuan-ti are a species of serpentine creatures who come in many forms. The purebloods are the most widespread, and are capable of reproducing with humans. They are broadly human in appearance themselves, but often have noticeable reptilian traits such as greener skin, fangs, or forked tongues.;;;;;;;;;;;x
creature_malison;Yuan-Ti Malison;;;;;;;;;;;x
creature_malison_desc;The yuan-ti are a species of serpentine creatures who come in many forms. The malisons are overtly snake-like in part, often having ophidian heads, scaly skin, and sometimes tails. They are physically strong, but lack the social capability of the purebloods.;;;;;;;;;;;x
creature_abomination;Yuan-Ti Abomination;;;;;;;;;;;x
creature_abomination_desc;The yuan-ti are a species of serpentine creatures who come in many forms. The abominations are the largest and rarest of them, with entirely snakelike bodies and muscular, scaly arms. While unable to compete with the purebloods for subtlety or the malisons for agility, they are revered as the greater form of the yuan-ti race.;;;;;;;;;;;x
creature_centaur;Centaur;;;;;;;;;;;x
creature_centaur_desc;Centaurs are hybrid creatures with the upper bodies of muscular humans atop the entire bodies of horses. They live mainly in open plains, and are relatively unsociable to other races.;;;;;;;;;;;x
creature_wemic;Wemic;;;;;;;;;;;x
creature_wemic_desc;Wemics are hybrid creatures with the upper bodies of muscular humans atop the entire bodies of lions. They live mainly in tropical plains, and are relatively unsociable to other races.;;;;;;;;;;;x
creature_lizardfolk;Lizardfolk;;;;;;;;;;;x
