EVTDESC_WOL_1003_POLYAM_SPOUSE;I have come to suspect that my [GetFromFromRelation] [FromFrom.GetFirstName], despite not sharing my beliefs about open relationships, is having an affair with [From.GetBestName]. This is a curious hypocrisy - why not be honest about such things?;;;;;;;;;;;x
EVTDESC_WOL_1003_POLYAM_SUSPECT;I know that my [GetFromFromRelation] [FromFrom.GetFirstName] believes in open relationships, but it seems [FromFrom.GetSheHe] has been keeping the details secret. I have my suspicions that [FromFrom.GetSheHe] is having a covert relationship with [From.GetBestName]. I do not share my [GetFromFromRelation]'s beliefs, and this affair pains me.;;;;;;;;;;;x
EVTOPTC_WOL_1003_POLYAM_SPOUSE;If I would expect my own relationships to be tolerated, I should do the same.;;;;;;;;;;;x
EVTOPTC_WOL_1003_POLYAM_SUSPECT;Despite my own convictions, I should tolerate my [GetFromFromRelation]'s practices.;;;;;;;;;;;x
EVTOPTB_WOL_1033_POLYAM;It's over - I should stick to partners who share my convictions.;;;;;;;;;;;x
EVTDESC_POLYAM_2;My partner [From.GetBestName] introduces me to [From.GetPossPronoun] new lover, [FromFrom.GetBestName]. [From.GetSubjectPronounCap] seems intent on the relationship, but my reaction will be important too.;;;;;;;;;;;x
EVTDESC_POLYAM_2_FRIENDS;My partner [From.GetBestName] introduces me to [From.GetPossPronoun] new lover, who is none other than my friend [FromFrom.GetBestName]!;;;;;;;;;;;x
EVTDESC_POLYAM_2_LOVERS;My partner [From.GetBestName] introduces me to [From.GetPossPronoun] new lover, who is none other than my other partner [FromFrom.GetBestName]!;;;;;;;;;;;x
EVTOPTD_POLYAM_2;That's my [GetFromRelation]!;;;;;;;;;;;x
EVTOPTA_POLYAM_2;This is awful - I can't stand [FromFrom.GetObjectPronoun]!;;;;;;;;;;;x
EVTOPTB_POLYAM_2;[FromFrom.GetSubjectPronounCap] seems perfectly nice.;;;;;;;;;;;x
EVTOPTC_POLYAM_2;My word - well met indeed! [FromFrom.GetSubjectPronounCap] is an excellent choice.;;;;;;;;;;;x
EVTDESC_POLYAM_3;I introduced [FromFromFrom.GetBestName] to my partner [From.GetFirstName] as my new lover, but it didn't go down well at all. This could be tricky.;;;;;;;;;;;x
EVTOPTA_POLYAM_3;The course of true love never did run smooth.;;;;;;;;;;;x
