#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_aaetha_adj;A'aethan;;;;;;;;;;;;;x
b_aaetha;A'aetha;;;;;;;;;;;;;x
b_aagul_adj;Aagulian;;;;;;;;;;;;;x
b_aagul;Aagul;;;;;;;;;;;;;x
b_aalde_adj;Aaldean;;;;;;;;;;;;;x
b_aalde;Aalde;;;;;;;;;;;;;x
b_aallamirs_keep;Aallamir's Keep;;;;;;;;;;;;;x
b_aamlo_adj;Aamlian;;;;;;;;;;;;;x
b_aamlo;Aamlo;;;;;;;;;;;;;x
b_aarnsgard_adj;Aarnsgardian;;;;;;;;;;;;;x
b_aarnsgard;Aarnsgard;;;;;;;;;;;;;x
b_aataz_kahakla_adj;Aataz Kahaklan;;;;;;;;;;;;;x
b_aataz_kahakla;Aataz Kahakla;;;;;;;;;;;;;x
b_aataz_yklawzi_adj;Aataz Yklawzir;;;;;;;;;;;;;x
b_aataz_yklawzi;Aataz Yklawzi;;;;;;;;;;;;;x
b_ababadira_adj;Ababadiran;;;;;;;;;;;;;x
b_ababadira;Ababadira;;;;;;;;;;;;;x
b_abaghajin_adj;Abaghajinian;;;;;;;;;;;;;x
b_abaghajin;Abaghajin;;;;;;;;;;;;;x
b_abahanel_adj;Abahanelian;;;;;;;;;;;;;x
b_abahanel;Abahanel;;;;;;;;;;;;;x
b_abalada_adj;Abaladan;;;;;;;;;;;;;x
b_abalada;Abalada;;;;;;;;;;;;;x
b_abalaras_adj;Abalarasian;;;;;;;;;;;;;x
b_abalaras;Abalaras;;;;;;;;;;;;;x
b_abaltrer_adj;Abaltrerian;;;;;;;;;;;;;x
b_abaltrer;Abaltrer;;;;;;;;;;;;;x
b_abam_adj;Abamian;;;;;;;;;;;;;x
b_abam;Abam;;;;;;;;;;;;;x
b_abaminarr_adj;Abaminarrian;;;;;;;;;;;;;x
b_abaminarr;Abaminarr;;;;;;;;;;;;;x
b_aban_adj;Abanian;;;;;;;;;;;;;x
b_aban;Aban;;;;;;;;;;;;;x
b_aband_adj;Abandian;;;;;;;;;;;;;x
b_aband;Aband;;;;;;;;;;;;;x
b_abandalem_adj;Abandalemian;;;;;;;;;;;;;x
b_abandalem;Abandalem;;;;;;;;;;;;;x
b_abang_adj;Abangian;;;;;;;;;;;;;x
b_abang;Abang;;;;;;;;;;;;;x
b_abar_adj;Abarian;;;;;;;;;;;;;x
b_abar;Abar;;;;;;;;;;;;;x
b_abararou_adj;Abararian;;;;;;;;;;;;;x
b_abararou;Abararou;;;;;;;;;;;;;x
b_abarats_folly_adj;Abarat's Follian;;;;;;;;;;;;;x
b_abarats_folly;Abarat's Folly;;;;;;;;;;;;;x
b_abaria_adj;Abarian;;;;;;;;;;;;;x
b_abaria;Abaria;;;;;;;;;;;;;x
b_abarun;Abarun;;;;;;;;;;;;;x
b_abasan_adj;Abasanian;;;;;;;;;;;;;x
b_abasan;Abasan;;;;;;;;;;;;;x
b_abb_adj;Abbian;;;;;;;;;;;;;x
b_abb;Abb;;;;;;;;;;;;;x
b_abbarisa_adj;Abbarisan;;;;;;;;;;;;;x
b_abbarisa;Abbarisa;;;;;;;;;;;;;x
b_abbor_adj;Abborian;;;;;;;;;;;;;x
b_abbor;Abbor;;;;;;;;;;;;;x
b_abderrarat_adj;Abderraratian;;;;;;;;;;;;;x
b_abderrarat;Abderrarat;;;;;;;;;;;;;x
b_abditaar_adj;Abditaarian;;;;;;;;;;;;;x
b_abditaar;Abditaar;;;;;;;;;;;;;x
b_abelynar_adj;Abelynarian;;;;;;;;;;;;;x
b_abelynar;Abelynar;;;;;;;;;;;;;x
b_aberdeen;Aberdeen;;;;;;;;;;;;;x
b_aberdgr_adj;Aberdgrian;;;;;;;;;;;;;x
b_aberdgr;Aberdgr;;;;;;;;;;;;;x
b_aberdiph_adj;Aberdiphian;;;;;;;;;;;;;x
b_aberdiph;Aberdiph;;;;;;;;;;;;;x
b_abere_tal_adj;Abere-Talian;;;;;;;;;;;;;x
b_abere_tal;Abere-Tal;;;;;;;;;;;;;x
b_abesera_adj;Abeseran;;;;;;;;;;;;;x
b_abesera;Abesera;;;;;;;;;;;;;x
b_abetgaseh_adj;Abetgasehian;;;;;;;;;;;;;x
b_abetgaseh;Abetgaseh;;;;;;;;;;;;;x
b_abingdon_adj;Abingdonian;;;;;;;;;;;;;x
b_abingdon;Abingdon;;;;;;;;;;;;;x
b_abioh_adj;Abiohian;;;;;;;;;;;;;x
b_abioh;Abioh;;;;;;;;;;;;;x
b_abla_adj;Ablan;;;;;;;;;;;;;x
b_abla;Abla;;;;;;;;;;;;;x
b_ablegam_adj;Ablegamian;;;;;;;;;;;;;x
b_ablegam;Ablegam;;;;;;;;;;;;;x
b_abllerd_adj;Abllerdian;;;;;;;;;;;;;x
b_abllerd;Abllerd;;;;;;;;;;;;;x
b_abobara_adj;Abobaran;;;;;;;;;;;;;x
b_abobara;Abobara;;;;;;;;;;;;;x
b_abolara_adj;Abolaran;;;;;;;;;;;;;x
b_abolara;Abolara;;;;;;;;;;;;;x
b_abradas_adj;Abradasian;;;;;;;;;;;;;x
b_abradas;Abradas;;;;;;;;;;;;;x
b_abrafanha_adj;Abrafanhan;;;;;;;;;;;;;x
b_abrafanha;Abrafanha;;;;;;;;;;;;;x
b_abraluz_adj;Abraluzian;;;;;;;;;;;;;x
b_abraluz;Abraluz;;;;;;;;;;;;;x
b_abran_adj;Abranian;;;;;;;;;;;;;x
b_abran;Abran;;;;;;;;;;;;;x
b_abrar_adj;Abrarian;;;;;;;;;;;;;x
b_abrar;Abrar;;;;;;;;;;;;;x
b_abraxal_adj;Abraxalian;;;;;;;;;;;;;x
b_abraxal;Abraxal;;;;;;;;;;;;;x
b_abreon_adj;Abreonian;;;;;;;;;;;;;x
b_abreon;Abreon;;;;;;;;;;;;;x
b_abreraseh_adj;Abrerasehian;;;;;;;;;;;;;x
b_abreraseh;Abreraseh;;;;;;;;;;;;;x
b_abrou_adj;Abrian;;;;;;;;;;;;;x
b_abrou;Abrou;;;;;;;;;;;;;x
b_abruthy_adj;Abruthian;;;;;;;;;;;;;x
b_abruthy;Abruthy;;;;;;;;;;;;;x
b_absalom_adj;Absalomian;;;;;;;;;;;;;x
b_absalom;Absalom;;;;;;;;;;;;;x
b_abuderes_adj;Abuderesian;;;;;;;;;;;;;x
b_abuderes;Abuderes;;;;;;;;;;;;;x
b_abyalmn_adj;Abyalmnian;;;;;;;;;;;;;x
b_abyalmn;Abyalmn;;;;;;;;;;;;;x
b_abydu_adj;Abydian;;;;;;;;;;;;;x
b_abydu;Abydu;;;;;;;;;;;;;x
b_academy_adj;Academian;;;;;;;;;;;;;x
b_academy;Academy;;;;;;;;;;;;;x
b_acha_adj;Achan;;;;;;;;;;;;;x
b_acha;Acha;;;;;;;;;;;;;x
b_achal_adj;Achalian;;;;;;;;;;;;;x
b_achal;Achal;;;;;;;;;;;;;x
b_achalaz_adj;Achalazian;;;;;;;;;;;;;x
b_achalaz;Achalaz;;;;;;;;;;;;;x
b_acham_adj;Achamian;;;;;;;;;;;;;x
b_acham;Acham;;;;;;;;;;;;;x
b_achars_rest_adj;Achar's Restian;;;;;;;;;;;;;x
b_achars_rest;Achar's Rest;;;;;;;;;;;;;x
b_achathila_adj;Achathilan;;;;;;;;;;;;;x
b_achathila;Achathila;;;;;;;;;;;;;x
b_achelar_adj;Achelarian;;;;;;;;;;;;;x
b_achelar;Achelar;;;;;;;;;;;;;x
b_achengrav_adj;Achengravian;;;;;;;;;;;;;x
b_achengrav;Achengrav;;;;;;;;;;;;;x
b_acheral_adj;Acheralian;;;;;;;;;;;;;x
b_acheral;Acheral;;;;;;;;;;;;;x
b_acheras_adj;Acherasian;;;;;;;;;;;;;x
b_acheras;Acheras;;;;;;;;;;;;;x
b_achernath_adj;Achernathian;;;;;;;;;;;;;x
b_achernath;Achernath;;;;;;;;;;;;;x
b_achhimp_adj;Achhimpian;;;;;;;;;;;;;x
b_achhimp;Achhimp;;;;;;;;;;;;;x
b_achila_adj;Achilan;;;;;;;;;;;;;x
b_achila;Achila;;;;;;;;;;;;;x
b_achimphaer_adj;Achimphaerian;;;;;;;;;;;;;x
b_achimphaer;Achimphaer;;;;;;;;;;;;;x
b_achinindi_adj;Achinindian;;;;;;;;;;;;;x
b_achinindi;Achinindi;;;;;;;;;;;;;x
b_achith_adj;Achithian;;;;;;;;;;;;;x
b_achith;Achith;;;;;;;;;;;;;x
b_achnasheen_adj;Achnasheenian;;;;;;;;;;;;;x
b_achnasheen;Achnasheen;;;;;;;;;;;;;x
b_achnizu_adj;Achnizian;;;;;;;;;;;;;x
b_achnizu;Achnizu;;;;;;;;;;;;;x
b_ackandar_adj;Ackandarian;;;;;;;;;;;;;x
b_ackandar;Ackandar;;;;;;;;;;;;;x
b_acks_adj;Acksian;;;;;;;;;;;;;x
b_acks;Acks;;;;;;;;;;;;;x
b_acoland_tower;Acoland Tower;;;;;;;;;;;;;x
b_acomb_adj;Acombian;;;;;;;;;;;;;x
b_acomb;Acomb;;;;;;;;;;;;;x
b_acoyals_cove_adj;Acoyal's Covean;;;;;;;;;;;;;x
b_acoyals_cove;Acoyal's Cove;;;;;;;;;;;;;x
b_acrine_adj;Acrinean;;;;;;;;;;;;;x
b_acrine;Acrine;;;;;;;;;;;;;x
b_adabaeth_adj;Adabaethian;;;;;;;;;;;;;x
b_adabaeth;Adabaeth;;;;;;;;;;;;;x
b_adae_adj;Adaean;;;;;;;;;;;;;x
b_adae;Adae;;;;;;;;;;;;;x
b_adaens_adj;Adaensian;;;;;;;;;;;;;x
b_adaens;Adaens;;;;;;;;;;;;;x
b_adagai_adj;Adagian;;;;;;;;;;;;;x
b_adagai;Adagai;;;;;;;;;;;;;x
b_adal_tin;Adal-Tin;;;;;;;;;;;;;x
b_adamar_horath_adj;Adamar Horathian;;;;;;;;;;;;;x
b_adamar_horath;Adamar Horath;;;;;;;;;;;;;x
b_adand_adj;Adandian;;;;;;;;;;;;;x
b_adand;Adand;;;;;;;;;;;;;x
b_adapra_adj;Adapran;;;;;;;;;;;;;x
b_adapra;Adapra;;;;;;;;;;;;;x
b_adarstead_adj;Adarsteadian;;;;;;;;;;;;;x
b_adarstead;Adarstead;;;;;;;;;;;;;x
b_adas_adj;Adasian;;;;;;;;;;;;;x
b_adas;Adas;;;;;;;;;;;;;x
b_adasull_adj;Adasullian;;;;;;;;;;;;;x
b_adasull;Adasull;;;;;;;;;;;;;x
b_adbar_adj;Adbarian;;;;;;;;;;;;;x
b_adbar_adj;Adbarrim;;;;;;;;;;;;;x
b_adbar;Adbar;;;;;;;;;;;;;x
b_adbug_adj;Adbugian;;;;;;;;;;;;;x
b_adbug;Adbug;;;;;;;;;;;;;x
b_addas_babar_adj;Addas Babarian;;;;;;;;;;;;;x
b_addas_babar;Addas Babar;;;;;;;;;;;;;x
