EVTDESCTBORC.2;The wealking [From.GetBestName] doesn't respect you and is not worthy of sharing your blood! You should teach [From.GetHerHim] a lesson!;The wealking [From.GetBestName] doesn't respect you and is not worthy of sharing your blood! You should teach [From.GetHerHim] a lesson!;The wealking [From.GetBestName] doesn't respect you and is not worthy of sharing your blood! You should teach [From.GetHerHim] a lesson!;;The wealking [From.GetBestName] doesn't respect you and is not worthy of sharing your blood! You should teach [From.GetHerHim] a lesson!;;;;;;;;;x
EVTOPTTBORC.2;I'll show [From.GetHerHim]!;I'll show [From.GetHerHim]!;I'll show [From.GetHerHim]!;;I'll show [From.GetHerHim]!;;;;;;;;;x
EVTDESCTBORC.3;Stupid [From.GetBestName] has never liked you and now [From.GetSheHe] is trying to beat you up!;Stupid [From.GetBestName] has never liked you and now [From.GetSheHe] is trying to beat you up!;Stupid [From.GetBestName] has never liked you and now [From.GetSheHe] is trying to beat you up!;;Stupid [From.GetBestName] has never liked you and now [From.GetSheHe] is trying to beat you up!;;;;;;;;;x
EVTOPTTBORC.3;I won't be pushed around!;I won't be pushed around!;I won't be pushed around!;;I won't be pushed around!;;;;;;;;;x
EVTDESCTBORC.4a;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge!;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge!;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge!;;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge!;;;;;;;;;x
EVTDESCTBORC.4b;While [From.GetBestName] has beaten you, you've only got a few bruises out of it. You'll get back at [From.GetHerHim] some day.;While [From.GetBestName] has beaten you, you've only got a few bruises out of it. You'll get back at [From.GetHerHim] some day.;While [From.GetBestName] has beaten you, you've only got a few bruises out of it. You'll get back at [From.GetHerHim] some day.;;While [From.GetBestName] has beaten you, you've only got a few bruises out of it. You'll get back at [From.GetHerHim] some day.;;;;;;;;;x
EVTDESCTBORC.4c;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge, something [From.GetSheHe] won't soon forget!;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge, something [From.GetSheHe] won't soon forget!;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge, something [From.GetSheHe] won't soon forget!;;You've beaten up [From.GetBestName] and shown [From.GetHerHim] who's in charge, something [From.GetSheHe] won't soon forget!;;;;;;;;;x
EVTDESCTBORC.4d;[From.GetBestName] has beaten you, badly, and you've not come out of the fight unscathed. [From.GetSheHe] will pay for this once you get better!;[From.GetBestName] has beaten you, badly, and you've not come out of the fight unscathed. [From.GetSheHe] will pay for this once you get better!;[From.GetBestName] has beaten you, badly, and you've not come out of the fight unscathed. [From.GetSheHe] will pay for this once you get better!;;[From.GetBestName] has beaten you, badly, and you've not come out of the fight unscathed. [From.GetSheHe] will pay for this once you get better!;;;;;;;;;x
EVTDESCTBORC.4e;The weakling [From.GetBestName] has been shown what happens when someone crosses you! [From.GetHerHis] death will show everyone you are not to be angered!;The weakling [From.GetBestName] has been shown what happens when someone crosses you! [From.GetHerHis] death will show everyone you are not to be angered!;The weakling [From.GetBestName] has been shown what happens when someone crosses you! [From.GetHerHis] death will show everyone you are not to be angered!;;The weakling [From.GetBestName] has been shown what happens when someone crosses you! [From.GetHerHis] death will show everyone you are not to be angered!;;;;;;;;;x
EVTDESCTBORC.4f;[From.GetBestName] manages to overpower you and pummels you to death. You can hear [From.GetHerHim] gloating even as darkness claims you.;[From.GetBestName] manages to overpower you and pummels you to death. You can hear [From.GetHerHim] gloating even as darkness claims you.;[From.GetBestName] manages to overpower you and pummels you to death. You can hear [From.GetHerHim] gloating even as darkness claims you.;;[From.GetBestName] manages to overpower you and pummels you to death. You can hear [From.GetHerHim] gloating even as darkness claims you.;;;;;;;;;x
EVTDESCTBORC.5;It seems that [FromFrom.GetBestName] has killed [From.GetBestName] in a fight.;It seems that [FromFrom.GetBestName] has killed [From.GetBestName] in a fight.;It seems that [FromFrom.GetBestName] has killed [From.GetBestName] in a fight.;;It seems that [FromFrom.GetBestName] has killed [From.GetBestName] in a fight.;;;;;;;;;x
EVTOPTTBORC.5;Ha! The kid shows spirit!;Ha! The kid shows spirit!;Ha! The kid shows spirit!;;Ha! The kid shows spirit!;;;;;;;;;x
orcduel_cd;Was challenged recently;Was challenged recently;Was challenged recently;;Was challenged recently;;;;;;;;;x
orcduel_intimidated;Intimidated;Intimidated;Intimidated;;Intimidated;;;;;;;;;x
EVTDESCTBORC.6;Foolish [From.GetBestName] has challenged you to a duel in an attempt to steal your titles!;Foolish [From.GetBestName] has challenged you to a duel in an attempt to steal your titles!;Foolish [From.GetBestName] has challenged you to a duel in an attempt to steal your titles!;;Foolish [From.GetBestName] has challenged you to a duel in an attempt to steal your titles!;;;;;;;;;x
EVTOPTTBORC.6;Bring it on!;Bring it on!;Bring it on!;;Bring it on!;;;;;;;;;x
orcduel_challenge;Challenge chieftain for control;Challenge chieftain for control;Challenge chieftain for control;;Challenge chieftain for control;;;;;;;;;x
orcduel_challenge_desc;Challenge your chieftain to a duel to the death for total control.;;;;;;;;;;;;;x
orcduel_challenge_female;Challenge chieftain for control;Challenge chieftain for control;Challenge chieftain for control;;Challenge chieftain for control;;;;;;;;;x
orcduel_challenge_female_desc;Challenge your chieftain to a duel to the death for total control.;;;;;;;;;;;;;x
EVTDESCTBORC.9;It is downright insulting that the tribe of [From.GetBestName] has so much! Especially when you have to fight so hard to keep what's yours!;It is downright insulting that the tribe of [From.GetBestName] has so much! Especially when you have to fight so hard to keep what's yours!;It is downright insulting that the tribe of [From.GetBestName] has so much! Especially when you have to fight so hard to keep what's yours!;;It is downright insulting that the tribe of [From.GetBestName] has so much! Especially when you have to fight so hard to keep what's yours!;;;;;;;;;x
EVTOPTTBORC.9;I'll show them one day!;I'll show them one day!;I'll show them one day!;;I'll show them one day!;;;;;;;;;x
EVTDESCTBORC.10;The weakling cur [From.GetBestName] has been making known to all who would listen [From.GetHerHis] displeasure at your success.;The weakling cur [From.GetBestName] has been making known to all who would listen [From.GetHerHis] displeasure at your success.;The weakling cur [From.GetBestName] has been making known to all who would listen [From.GetHerHis] displeasure at your success.;;The weakling cur [From.GetBestName] has been making known to all who would listen [From.GetHerHis] displeasure at your success.;;;;;;;;;x
EVTOPTTBORC.10;Bah, the mewling of a coward!;Bah, the mewling of a coward!;Bah, the mewling of a coward!;;Bah, the mewling of a coward!;;;;;;;;;x
sacrificed_eye;Sacrificed Eye;Sacrificed Eye;Sacrificed Eye;;Sacrificed Eye;;;;;;;;;x
sacrificed_eye_desc;Gruumsh favours those of his followers who tear out one eye in order to emulate him.;Gruumsh favours those of his followers who tear out one eye in order to emulate him.;Gruumsh favours those of his followers who tear out one eye in order to emulate him.;;Gruumsh favours those of his followers who tear out one eye in order to emulate him.;;;;;;;;;x
EVTDESCTBORC.11;Gruumsh favours those bold enough to emulate him. You share in that honour, ripping out you own eye in front of the tribe as sacrifice to He Who Watches. Once the bloody affair is done, you are sure that he approves of your action.;Gruumsh favours those bold enough to emulate him. You share in that honour, ripping out you own eye in front of the tribe as sacrifice to He Who Watches. Once the bloody affair is done, you are sure that he approves of your action.;Gruumsh favours those bold enough to emulate him. You share in that honour, ripping out you own eye in front of the tribe as sacrifice to He Who Watches. Once the bloody affair is done, you are sure that he approves of your action.;;Gruumsh favours those bold enough to emulate him. You share in that honour, ripping out you own eye in front of the tribe as sacrifice to He Who Watches. Once the bloody affair is done, you are sure that he approves of your action.;;;;;;;;;x
EVTOPTTBORC.11;Glory for Gruumsh!;Glory for Gruumsh!;Glory for Gruumsh!;;Glory for Gruumsh!;;;;;;;;;x
petition_yurtrus;Petition Yurtrus to lift plague;Petition Yurtrus to lift plague;Petition Yurtrus to lift plague;;Petition Yurtrus to lift plague;;;;;;;;;x
petition_yurtrus_desc;White Hands Yutrus will sometimes protect a tribe from his touch if they beg for his mercy and show the appropriate amount of fear for him. Such reprieves are often temporary, however, and he will strike again.;White Hands Yutrus will sometimes protect a tribe from his touch if they beg for his mercy and show the appropriate amount of fear for him. Such reprieves are often temporary, however, and he will strike again.;White Hands Yutrus will sometimes protect a tribe from his touch if they beg for his mercy and show the appropriate amount of fear for him. Such reprieves are often temporary, however, and he will strike again.;;White Hands Yutrus will sometimes protect a tribe from his touch if they beg for his mercy and show the appropriate amount of fear for him. Such reprieves are often temporary, however, and he will strike again.;;;;;;;;;x
begged_yurtrus;Begged for Yurtrus' mercy;Begged for Yurtrus' mercy;Begged for Yurtrus' mercy;;Begged for Yurtrus' mercy;;;;;;;;;x
EVTDESCTBORC.12;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. It appears that your show of fear and deference was enough to appease him, as not long after cases of disease dramatically drop.;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. It appears that your show of fear and deference was enough to appease him, as not long after cases of disease dramatically drop.;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. It appears that your show of fear and deference was enough to appease him, as not long after cases of disease dramatically drop.;;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. It appears that your show of fear and deference was enough to appease him, as not long after cases of disease dramatically drop.;;;;;;;;;x
EVTOPTTBORC.12;Yurtrus is merciful this day.;Yurtrus is merciful this day.;Yurtrus is merciful this day.;;Yurtrus is merciful this day.;;;;;;;;;x
EVTDESCTBORC.13;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. He is, however, unimpressed for there is no noticeable difference at the disease's progress through the land.;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. He is, however, unimpressed for there is no noticeable difference at the disease's progress through the land.;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. He is, however, unimpressed for there is no noticeable difference at the disease's progress through the land.;;You humiliate yourself in front of your people by publically begging the White Hands, Yurtrus, to lift the disease that now ravages your lands. He is, however, unimpressed for there is no noticeable difference at the disease's progress through the land.;;;;;;;;;x
orc_sacrifice_cd;Recent sacrifice;Recent sacrifice;Recent sacrifice;;Recent sacrifice;;;;;;;;;x
orc_sacrifice;Sacrifice prisoner to the gods;Sacrifice prisoner to the gods;Sacrifice prisoner to the gods;;Sacrifice prisoner to the gods;;;;;;;;;x
orc_sacrifice_desc;Sacrifice [Root.GetBestName] to your gods through a ritual killing. The higher the rank of the sacrifice, the better, and dwarves and elves are particularly favoured.;Sacrifice [Root.GetBestName] to your gods through a ritual killing. The higher the rank of the sacrifice, the better, and dwarves and elves are particularly favoured.;Sacrifice [Root.GetBestName] to your gods through a ritual killing. The higher the rank of the sacrifice, the better, and dwarves and elves are particularly favoured.;;Sacrifice [Root.GetBestName] to your gods through a ritual killing. The higher the rank of the sacrifice, the better, and dwarves and elves are particularly favoured.;;;;;;;;;x
